A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
Colleen,Leban,F,307,263-9529,EVANSTON,WY,82930,M,N,55000,0.0,0,0,0
Lem,Parveen,M,956,343-8217,OLDEN,TX,76466,M,N,5000,0.0,0,0,0
Yoshiko,Csuros,F,601,220-8068,CRENSHAW,MS,38621,M,Y,60000,5.0,0,12000,1500
Shumin,Ehlers,M,787,988-4236,GURABO,PR,778,M,Y,60000,0.0,0,0,0
Dara,Eckstein,M,308,624-1647,ELK CREEK,NE,68348,S,N,75000,6.84,103,0,0
Estelle,Behm,F,219,851-3333,SOUTH BEND,IN,46680,M,N,95000,3.4,0,2000,0
Galia,Okurowski,M,612,180-2572,GRASSTON,MN,55030,M,Y,65000,7.724066,0,6600,3300
Yigal,Boufaida,M,740,931-7042,MIDDLE BASS,OH,43446,S,N,50000,2.2057693,1300,0,0
Roas,Lavoie,F,206,972-2188,HOOPER,WA,99333,S,N,55000,0.0,0,0,0
Jagoda,Laulhere,M,337,575-3826,VARNADO,LA,70467,S,Y,70000,6.0,4500,0,1000
Dimitros,Vicolov,F,302,857-4774,NEWARK,DE,19711,M,N,5000,2.2,0,220,0
Sichen,Bett,F,732,415-1824,CALDWELL,NJ,7006,M,N,85000,2.4251041,0,2000,0
Charly,Shackell,M,202,156-3991,WASHINGTON,DC,20020,S,Y,95000,9.0,1370,0,1370
Alexis,Treleaven,F,401,718-4256,WYOMING,RI,2898,M,Y,100000,0.0,0,0,0
Yoshifumi,Corso,F,202,514-8482,WASHINGTON,DC,20088,S,N,75000,9.0,1370,0,0
Tatsuhiro,Prini,F,704,401-2336,DURHAM,NC,27717,M,N,20000,6.1520977,0,6600,0
Taokuan,Marzullo,F,502,205-8688,BLUE RIVER,KY,41607,M,N,40000,4.0555553,0,40,0
Tamir,Desai,F,848,723-5060,NEW VERNON,NJ,7976,M,N,100000,2.6616669,0,2000,0
Iordana,Barbacci,M,907,945-5638,KWETHLUK,AK,99621,M,Y,85000,0.0,0,0,0
Joanne,Munster,M,443,350-4426,BERLIN,MD,21811,S,N,25000,4.75,2400,0,0
Hyongmuk,Tahi,F,787,376-1961,LARES,PR,669,S,Y,75000,0.0,0,0,0
Jyrki,Cooperstock,F,586,619-3539,TIPTON,MI,49287,S,N,90000,3.9,3100,0,0
Rastislav,Pieper,M,304,732-4403,BECKLEY,WV,25801,S,N,70000,6.5,2000,0,0
Kuhanandha,Brunk,M,307,590-8339,HAWK SPRINGS,WY,82217,M,N,100000,0.0,0,0,0
Jagesh,Redey,F,808,642-9879,HONOMU,HI,96728,M,Y,50000,8.25,0,2080,1040
Chandramohan,Riad,M,937,989-5881,BEACH CITY,OH,44608,M,Y,35000,1.7078462,0,2600,1300
Friedemann,Goel,M,939,191-6551,VIEQUES,PR,765,M,N,20000,0.0,0,0,0
Barbora,Jutla,M,509,164-7230,RAVENSDALE,WA,98051,S,Y,25000,0.0,0,0,0
Srinivasa,Kahane,F,605,687-5094,REDFIELD,SD,57469,M,Y,60000,0.0,0,0,0
Erez,Matteis,F,208,972-9811,COOLIN,ID,83821,S,Y,10000,4.109693,3300,0,3300
Sanjoy,Csaba,F,609,186-3130,BORDENTOWN,NJ,8505,S,Y,85000,2.4251041,1000,0,1500
Hon,Cambanis,F,939,717-4929,RINCON,PR,677,S,Y,50000,0.0,0,0,0
Constanze,Jorissen,M,775,101-2044,LAS VEGAS,NV,89146,S,Y,65000,0.0,0,0,0
Ehric,Ainhirn,F,401,338-9890,RIVERSIDE,RI,2915,S,Y,45000,0.0,0,0,0
Dima,Mutka,F,931,899-5363,NASHVILLE,TN,37232,M,N,65000,0.0,0,0,0
Silvano,Hixon,F,202,551-8116,WASHINGTON,DC,20039,S,N,10000,4.5,1370,0,0
Asit,Rostami,M,304,455-7817,GAP MILLS,WV,24941,M,Y,30000,4.4,0,4000,2000
Tianxu,Kodama,F,301,962-6999,BOWIE,MD,20717,M,N,40000,4.75,0,4800,0
Kenichiro,Weissman,F,847,538-8505,CHENOA,IL,61726,S,Y,10000,3.0,2000,0,2000
Kobbi,Tretiakoff,M,906,699-2981,ROSEBUSH,MI,48878,M,Y,5000,3.9,0,6200,3100
Sanguthevar,Brender,F,720,607-9360,DENVER,CO,80243,M,N,50000,4.63,0,0,0
Reva,Tryba,M,423,871-7043,WHITESBURG,TN,37891,M,N,100000,0.0,0,0,0
Jeanne,Rothstein,M,443,179-3420,FAIRPLAY,MD,21733,S,Y,20000,4.75,2400,0,2400
Timos,Cogolludo,F,724,991-1660,PITTSBURGH,PA,15288,S,Y,55000,3.07,0,0,0
Noriyoshi,Feuerman,F,231,364-7313,BALDWIN,MI,49304,M,Y,65000,3.9,0,6200,3100
Natraj,Balfanz,F,406,530-3926,WHITEHALL,MT,59759,M,N,5000,2.3732758,0,3800,0
HweeHwa,Zlatin,F,802,369-2546,NORTH POWNAL,VT,5260,S,N,95000,4.8951945,3300,0,0
Walther,Lammel,M,308,774-4644,GREENWOOD,NE,68366,S,Y,100000,6.84,103,0,103
Arve,Leitold,F,931,916-1709,JOHNSON CITY,TN,37604,S,N,50000,0.0,0,0,0
Nanda,Feldhoffer,F,870,189-6518,AUGUSTA,AR,72006,M,Y,85000,7.0,0,40,20
Barnett,Marsden,M,907,980-4982,TOK,AK,99779,M,N,75000,0.0,0,0,0
Andrej,Lovis,F,208,118-4481,MALTA,ID,83342,S,Y,75000,7.8,3300,0,3300
Mukesh,Rosca,F,219,663-4324,SANDBORN,IN,47578,S,Y,95000,3.4,1000,0,1000
Shashidhar,Hemerly,M,330,684-1492,ROCK CAMP,OH,45675,S,N,20000,1.2099231,1300,0,0
Manel,Costake,F,808,695-7809,KOLOA,HI,96756,S,N,50000,8.25,1040,0,0
Jon,Mutlu,M,912,271-2407,NEWTON,GA,39870,S,Y,45000,6.0,2700,0,3000
Jamey,Raver,F,505,709-4975,SANTA FE,NM,87501,S,Y,65000,5.3,3300,0,3300
Pranav,Suter,F,907,700-1360,CANTWELL,AK,99729,M,Y,15000,0.0,0,0,0
Hana,Couclelis,M,931,966-1932,DYERSBURG,TN,38024,M,Y,65000,0.0,0,0,0
Seiichi,Wiegley,M,954,502-9798,FORT MYERS,FL,33900,M,Y,85000,0.0,0,0,0
Pnina,Ratto,M,763,124-5660,MINNEAPOLIS,MN,55422,M,Y,70000,7.85,0,6600,3300
Ria,Mossack,M,505,980-9852,VADITO,NM,87579,M,N,80000,5.3,0,6600,0
Doyne,Perz,M,848,848-5163,DUMONT,NJ,7628,M,Y,85000,2.4251041,0,2000,1500
Asa,Lichnewsky,F,505,746-1760,OJO CALIENTE,NM,87549,S,N,60000,5.3,3300,0,0
Akifumi,Llewellyn,M,775,628-5796,CARSON CITY,NV,89703,S,N,30000,0.0,0,0,0
Hidetosi,Vanwelkenhuysen,F,623,827-3010,PHOENIX,AZ,85037,S,Y,25000,3.1025,2100,0,2300
Shreesh,Romein,M,435,260-9041,SALT LAKE CITY,UT,84151,M,N,50000,7.0,0,4950,0
Jiming,Liptay,M,302,957-3981,MIDDLETOWN,DE,19709,M,Y,95000,5.95,0,220,110
Sudeshna,Cyre,F,808,539-7137,KOLOA,HI,96756,S,Y,5000,1.9407895,1040,0,1040
Amitabh,Meiming,F,208,594-9582,MERIDIAN,ID,83642,M,N,65000,7.8,0,6600,0
Gus,Turbyfill,F,217,206-9739,CHICAGO,IL,60689,S,Y,35000,3.0,2000,0,2000
Xiaomin,Alberga,M,401,212-6258,PRUDENCE ISLAND,RI,2872,S,N,5000,0.0,0,0,0
Kresten,Mattern,M,615,120-4381,MORRIS CHAPEL,TN,38361,S,N,55000,0.0,0,0,0
Kyhyun,Gluch,F,701,457-2038,FREDONIA,ND,58440,M,Y,55000,2.3932838,0,6600,3300
Wenan,Ornburn,F,605,702-8983,WENTWORTH,SD,57075,S,N,30000,0.0,0,0,0
Takehiro,Usha,F,505,599-2522,ESPANOLA,NM,87533,M,N,90000,5.3,0,6600,0
Alfons,MacGinnes,M,231,492-7852,WATTON,MI,49970,M,Y,30000,3.9,0,6200,3100
CongDuc,Staylopatis,F,304,133-7664,WHITMER,WV,26296,S,N,100000,6.5,2000,0,0
Kiichi,Raschke,F,316,819-8232,KANSAS CITY,KS,66102,M,Y,95000,6.45,0,4500,2250
Tatsuki,Galbavy,F,703,711-2624,NORA,VA,24272,M,N,65000,5.75,0,1800,0
Alistair,Mitkov,F,406,616-4759,HAVRE,MT,59501,S,Y,5000,2.3732758,1900,0,1900
Joceli,Akella,M,208,832-2102,MORELAND,ID,83256,S,N,25000,7.8,3300,0,0
Gen,Bhatt,M,973,111-2780,BLOOMFIELD,NJ,7003,M,N,30000,1.5577083,0,2000,0
Staphane,Fraenkel,F,515,198-1794,GLADBROOK,IA,50635,S,N,80000,8.98,40,0,0
Shiyu,Broodsky,M,219,862-3988,FORT WAYNE,IN,46859,S,Y,25000,3.4,1000,0,1000
Darrell,Musliner,F,979,121-9193,HOUSTON,TX,77002,S,Y,5000,0.0,0,0,0
Allan,Zaitzeff,F,802,978-6338,COVENTRY,VT,5825,M,N,45000,3.9004214,0,6600,0
Yashvant,Redon,M,701,317-1117,TOLLEY,ND,58787,M,N,70000,2.5671675,0,6600,0
Arnulf,Stauner,M,580,558-6309,MUSE,OK,74949,S,N,90000,6.25,1000,0,0
Yalin,Fratarcangeli,M,612,442-4993,NETT LAKE,MN,55772,M,Y,20000,5.35,0,6600,3300
Hian,Birdsall,F,410,393-4057,BALTIMORE,MD,21223,M,Y,50000,4.75,0,4800,2400
Sukoya,Sowerbutts,M,406,520-9467,GLENTANA,MT,59240,M,N,20000,6.9,0,3800,0
Katsunobu,Sinthupinyo,F,641,130-5549,PROTIVIN,IA,52163,M,N,80000,8.98,0,80,0
Randeep,Jarzembski,F,251,651-1173,DEER PARK,AL,36529,M,Y,30000,5.0,0,3000,300
Manavendra,Hammerl,M,434,673-4394,WOODBERRY FOREST,VA,22989,M,N,45000,5.75,0,1800,0
Brett,Read,F,205,971-7816,SPRUCE PINE,AL,35585,S,Y,80000,5.0,1500,0,300
Leliane,Fahnrich,M,918,768-5555,ELMER,OK,73539,S,N,45000,6.25,1000,0,0
Long,Minio,F,406,798-4341,DRUMMOND,MT,59832,S,Y,20000,6.9,1900,0,1900
Namhee,Ginneken,F,971,904-2005,PILOT ROCK,OR,97868,S,N,60000,9.0,159,0,0
Reki,Farrow,M,907,117-8841,TYONEK,AK,99682,S,Y,40000,0.0,0,0,0
Irvin,Kragelund,M,603,481-2936,CHESTERFIELD,NH,3443,M,N,70000,0.0,0,0,0
Jaehyung,Bocic,M,413,500-7632,STOCKBRIDGE,MA,1263,M,N,60000,5.3,0,7150,0
Ettore,Noortwijk,M,203,943-1174,REDDING,CT,6896,S,N,80000,5.0,12750,0,0
Gowri,Elustondo,M,812,715-2909,BLOOMINGTON,IN,47402,M,Y,10000,3.4,0,2000,1000
Mansur,Greenwald,F,207,276-7771,BAILEYVILLE,ME,4694,S,N,70000,8.5,2850,0,0
Roy,Quasthoff,M,617,145-3035,LEVERETT,MA,1054,M,N,65000,5.3,0,7150,0
Palle,Shewchuk,M,308,984-1810,HOLSTEIN,NE,68950,S,Y,55000,6.84,103,0,103
Jafar,Whittlesey,F,757,710-2026,CHARLOTTESVILLE,VA,22906,M,N,80000,5.75,0,1800,0
Bal,Weischedel,M,407,536-4400,SUN CITY,FL,33586,S,Y,10000,0.0,0,0,0
Ella,Ismaeil,F,702,480-3627,RUBY VALLEY,NV,89833,M,N,30000,0.0,0,0,0
Cary,Neufeld,F,601,861-4789,BEULAH,MS,38726,M,N,70000,5.0,0,12000,0
Namyun,Sleeman,M,208,955-4723,NAMPA,ID,83687,S,Y,25000,7.8,3300,0,3300
Mieke,Shrader,M,479,123-5294,JEFFERSON,AR,72079,S,Y,85000,7.0,20,0,20
Xie,Shallit,F,505,715-3579,ALBUQUERQUE,NM,87110,S,N,5000,1.7,3300,0,0
Irith,Lanneluc,M,970,220-9755,YUMA,CO,80759,M,N,95000,4.63,0,0,0
Chizuko,Beoumes,M,302,882-8585,WILMINGTON,DE,19891,S,N,5000,2.2,110,0,0
Mahadevan,Hiromitsu,F,808,229-2005,LAIE,HI,96762,S,Y,35000,7.3486843,1040,0,1040
Maggie,Neighbors,M,701,629-3487,CALVIN,ND,58323,M,Y,70000,2.5671675,0,6600,3300
Ayman,Ornburn,M,775,474-7049,NORTH LAS VEGAS,NV,89032,S,N,45000,0.0,0,0,0
Wolffried,Bergey,M,559,258-7189,BUTTE CITY,CA,95920,M,Y,95000,9.3,0,174,272
Marty,Picaronny,M,763,114-3816,ALMELUND,MN,55002,M,N,90000,7.85,0,6600,0
Jef,Caulk,F,320,478-2734,BELGRADE,MN,56312,S,N,45000,6.6568303,3300,0,0
Zygmunt,Joslin,F,219,811-1936,CARMEL,IN,46033,S,N,100000,3.4,1000,0,0
Timucin,Chong,F,937,846-8729,FOREST,OH,45843,S,Y,70000,2.8696666,1300,0,1300
Kayoko,Skronn,M,859,744-3499,MARSHES SIDING,KY,42631,S,N,30000,3.5,20,0,0
Karla,Middelburg,M,413,728-8014,ASHBY,MA,1431,S,Y,55000,5.3,3575,0,1000
Anjaneyulu,Giloi,M,414,962-4137,CLINTONVILLE,WI,54929,M,N,15000,4.707031,0,1400,0
Buenaventura,Annot,F,208,437-6341,ALMO,ID,83312,M,N,40000,7.8,0,6600,0
Raimo,Vendrig,F,206,707-5214,SPOKANE,WA,99256,S,Y,10000,0.0,0,0,0
Kunsoo,Pokorny,F,571,382-2650,ATKINS,VA,24311,M,N,40000,5.75,0,1800,0
Yuichi,Furlanello,M,308,690-4840,CAMBRIDGE,NE,69022,M,Y,85000,6.84,0,206,103
Jens,Handelman,F,337,498-1108,SHREVEPORT,LA,71103,M,N,90000,6.0,0,9000,0
Hanpei,Zingoni,F,218,755-7450,YOUNG AMERICA,MN,55558,M,N,30000,5.8564034,0,6600,0
Soheil,Marrakchi,M,574,352-5895,MADISON,IN,47250,M,N,25000,3.4,0,2000,0
Are,Cullingford,F,208,255-6016,BOISE,ID,83799,S,N,35000,7.8,3300,0,0
Keyun,Adlassnig,F,405,764-6339,INDIANOLA,OK,74442,S,N,5000,3.0555556,1000,0,0
Amelia,Nemytykh,F,913,671-2432,RICHMOND,KS,66080,S,Y,35000,6.45,2250,0,2250
Qiwen,Lalanda,M,701,963-3351,MANVEL,ND,58256,S,N,70000,2.5671675,3300,0,0
Tinghe,Bengtsson,M,401,504-4541,SMITHFIELD,RI,2917,S,Y,80000,0.0,0,0,0
Kazimir,Osberger,F,405,413-8271,DURANT,OK,74701,M,Y,65000,6.25,0,2000,1000
Lilian,Levenez,F,605,409-2946,WHITEHORSE,SD,57661,S,N,30000,0.0,0,0,0
Gaetan,Vince,M,610,749-6934,LAIRDSVILLE,PA,17742,S,Y,80000,3.07,0,0,0
Hirohiko,Famili,M,859,820-6374,GRAHAM,KY,42344,S,Y,55000,4.888889,20,0,20
Yki,Hiromitsu,F,229,803-8717,MATTHEWS,GA,30818,M,N,50000,6.0,0,5400,0
Gunes,Calabrese,M,914,766-6010,NIAGARA FALLS,NY,14301,S,Y,25000,4.0984755,0,0,1000
Enrica,Nascimento,M,773,861-5032,OGLESBY,IL,61348,S,Y,85000,3.0,2000,0,2000
Venkatesan,Janson,F,319,781-8791,THORNBURG,IA,50255,M,N,35000,5.567322,0,80,0
Rashi,Vassilakis,M,509,415-7393,GIG HARBOR,WA,98332,S,Y,40000,0.0,0,0,0
Grahame,Benkoski,F,860,139-7514,NEW HAVEN,CT,6540,M,N,85000,5.0,0,24500,0
Arup,Hjaresen,M,541,897-3855,DUFUR,OR,97021,M,Y,55000,9.0,0,318,159
Hirochika,Kesselman,M,315,177-9576,KENNEDY,NY,14747,S,Y,80000,4.4170732,0,0,1000
Zizette,Trogemann,F,918,426-7671,INDIANOLA,OK,74442,S,Y,30000,6.25,1000,0,1000
Veronika,Barbacci,F,551,591-3872,LANDISVILLE,NJ,8326,M,N,30000,1.5577083,0,2000,0
Tridas,Musto,M,712,841-3793,GRANGER,IA,50109,S,N,85000,8.98,40,0,0
Idranil,Purday,F,252,331-4140,BEAUFORT,NC,28516,S,N,80000,7.410839,3300,0,0
Samer,Spinelli,F,224,694-2079,WEST YORK,IL,62478,M,Y,20000,3.0,0,4000,2000
Ward,Maslov,F,865,149-3685,ONLY,TN,37140,M,Y,80000,0.0,0,0,0
Hguyen,Dulin,F,207,154-7992,ROBBINSTON,ME,4671,S,Y,30000,8.5,2850,0,2850
Reijo,Touretzky,F,503,909-1754,BANDON,OR,97411,S,Y,45000,9.0,159,0,159
Mingshien,Mendonca,M,580,607-9968,CROWDER,OK,74430,M,N,60000,6.25,0,2000,0
Djelloul,Lagendijk,F,609,431-8387,MOUNT LAUREL,NJ,8054,S,Y,20000,1.4,1000,0,1500
Haiko,Staiger,M,864,518-6388,SAINT MATTHEWS,SC,29135,S,N,55000,7.0,3300,0,0
Folke,Fanti,M,307,837-1563,MEETEETSE,WY,82433,M,Y,75000,0.0,0,0,0
Ueli,Vygen,M,507,635-9735,MINNEAPOLIS,MN,55413,S,Y,85000,7.85,3300,0,3300
Itaru,Kaltofen,M,208,171-3291,PIERCE,ID,83546,S,Y,90000,7.8,3300,0,3300
Shaz,Dairiki,M,410,964-3939,BALTIMORE,MD,21274,M,Y,15000,4.75,0,4800,2400
Kaoru,Rifa,M,863,195-2191,PALM CITY,FL,34991,S,Y,20000,0.0,0,0,0
Maged,Gran,F,410,624-7344,SILVER SPRING,MD,20918,S,N,30000,4.75,2400,0,0
Shifu,Fecht,F,501,522-9887,UMPIRE,AR,71971,M,N,70000,7.0,0,40,0
Deven,Apperley,M,509,943-2713,MALDEN,WA,99149,M,Y,100000,0.0,0,0,0
Najah,Pericleous,F,719,289-3160,DINOSAUR,CO,81633,S,Y,40000,4.63,0,0,0
Niko,Kappner,M,231,176-9286,LENNON,MI,48449,S,N,100000,3.9,3100,0,0
Kiriakos,Udding,F,605,658-3283,MARVIN,SD,57251,S,Y,50000,0.0,0,0,0
Zarko,Macias,M,808,854-1492,LAHAINA,HI,96761,M,N,80000,8.25,0,2080,0
Guoren,Rahm,M,208,858-5485,HOMEDALE,ID,83628,M,Y,40000,7.8,0,6600,3300
Hariolf,Sartori,F,435,151-7658,SALT LAKE CITY,UT,84132,M,Y,50000,7.0,0,4950,2475
Fano,Heljanko,F,770,726-9702,COLUMBUS,GA,31997,S,N,90000,6.0,2700,0,0
Dermont,Kindlmann,F,505,550-7569,CHAPARRAL,NM,88081,S,Y,70000,5.3,3300,0,3300
Hedwig,Klette,F,939,321-2021,PONCE,PR,730,S,Y,100000,0.0,0,0,0
Jarek,Cerone,F,406,226-4363,ABSAROKEE,MT,59001,M,Y,80000,6.9,0,3800,1900
Asao,Meekings,F,301,207-9835,EWELL,MD,21824,M,Y,85000,4.75,0,4800,2400
Wendy,Bartscht,M,571,762-3643,RICHMOND,VA,23269,M,Y,15000,5.214286,0,1800,900
Florimond,Flokstra,F,802,144-7677,EAST RYEGATE,VT,5042,S,N,95000,4.8951945,3300,0,0
Takuyu,Arent,M,769,622-9079,HOLCOMB,MS,38940,S,Y,10000,5.0,6000,0,1500
Birgitta,Felgentreu,F,406,278-3824,ROSEBUD,MT,59347,S,Y,5000,2.3732758,1900,0,1900
Jiazhen,Alshuth,F,651,988-5537,MONTICELLO,MN,55586,M,N,35000,6.1232123,0,6600,0
Eralp,Giguere,M,609,607-4944,CAPE MAY COURT HOUSE,NJ,8210,M,Y,40000,1.7154167,0,2000,1500
Zhengyou,Vendrig,F,605,340-5316,PLANKINTON,SD,57368,M,Y,65000,0.0,0,0,0
Yiftach,Pfleeger,F,765,589-8177,FORT WAYNE,IN,46815,M,Y,60000,3.4,0,2000,1000
Percy,Lehar,F,423,767-9278,ROSSVILLE,TN,38066,M,Y,25000,0.0,0,0,0
Raph,Putfarken,M,337,744-2396,LAFAYETTE,LA,70504,S,N,95000,6.0,4500,0,0
Linqi,Salman,M,507,316-9103,MEDFORD,MN,55049,M,N,85000,7.85,0,6600,0
Djemal,Rios,M,860,233-4498,CENTRAL VILLAGE,CT,6332,S,Y,45000,5.0,12750,0,0
Ola,Tohme,F,907,873-9557,ANCHORAGE,AK,99529,M,N,30000,0.0,0,0,0
Narisa,McLellan,M,785,358-3927,GREELEY,KS,66033,M,Y,30000,6.45,0,4500,2250
Miloslav,Shmuely,M,435,685-7132,HERRIMAN,UT,84096,M,N,55000,7.0,0,4950,0
Anna,Kerchoff,F,513,206-3604,WARREN,OH,44485,M,Y,90000,3.533564,0,2600,1300
Raimundo,Arthur,F,505,265-2911,EUNICE,NM,88231,S,N,70000,5.3,3300,0,0
Weixin,Pelc,M,754,880-1486,SHARPES,FL,32959,M,Y,90000,0.0,0,0,0
Nazim,Masada,M,947,633-2843,JEDDO,MI,48032,S,Y,30000,3.9,3100,0,3100
Faouzi,Lanet,M,501,307-1347,LETONA,AR,72085,S,N,80000,7.0,20,0,0
Gudala,Boege,F,971,564-4572,STAYTON,OR,97383,S,N,100000,9.0,159,0,0
Dominic,Lafont,M,845,312-2992,NATURAL BRIDGE,NY,13665,M,Y,85000,4.4460363,0,0,1000
Farrokh,Complak,F,717,382-9109,ALLENTOWN,PA,18102,M,Y,75000,3.07,0,0,0
Pnina,Gluss,M,708,832-5541,CHICAGO,IL,60628,M,N,75000,3.0,0,4000,0
Irek,Rehak,M,715,501-8941,TOMAHAWK,WI,54487,M,Y,50000,5.3151608,0,1400,400
Kiyokuni,Paczkowski,M,401,847-6853,COVENTRY,RI,2816,M,N,40000,0.0,0,0,0
Yongguang,Lucks,F,580,152-4179,ROCKY,OK,73661,M,Y,100000,6.25,0,2000,1000
Zhenzhou,Bloedorn,M,971,316-8302,POST,OR,97752,M,Y,40000,9.0,0,318,159
Stasys,Murta,M,406,368-2329,BILLINGS,MT,59116,S,N,45000,6.9,1900,0,0
Satyadeep,Yahalom,F,401,860-7536,HARRISVILLE,RI,2830,M,Y,45000,0.0,0,0,0
Gillis,Murtafg,F,802,886-3206,VERSHIRE,VT,5079,S,N,35000,3.7014668,3300,0,0
Nich,Mambella,M,985,462-5506,MARRERO,LA,70073,M,Y,100000,6.0,0,9000,1000
Tadaaki,Gils,F,423,712-4131,PELHAM,TN,37366,S,N,40000,0.0,0,0,0
Photios,Spitbart,F,939,111-1098,COROZAL,PR,783,S,N,70000,0.0,0,0,0
Demosthenes,Gerlhof,F,508,221-6897,BOSTON,MA,2108,S,N,20000,5.3,3575,0,0
Saeed,Razborov,M,815,459-4076,WONDER LAKE,IL,60097,S,Y,90000,3.0,2000,0,2000
Madanpal,Shrivastava,M,912,794-1444,THOMASVILLE,GA,31758,S,N,100000,6.0,2700,0,0
Dusko,Goor,F,203,396-4755,NEW HAVEN,CT,6509,S,N,60000,5.0,12750,0,0
Guorong,Preas,M,303,532-6004,FORT COLLINS,CO,80522,S,N,10000,4.63,0,0,0
Miriam,Petrovic,F,207,289-1301,FORT KENT,ME,4743,M,Y,20000,8.5,0,5700,2850
Changpeng,Iline,F,801,733-1712,SAINT GEORGE,UT,84770,S,Y,70000,7.0,2475,0,2475
Srinivas,Imai,M,603,382-9993,CENTER STRAFFORD,NH,3815,S,N,30000,0.0,0,0,0
Feliks,Prill,M,818,109-3395,MATHER,CA,95655,M,Y,70000,9.3,0,174,272
Bonggi,Woerkom,F,870,892-4481,EDGEMONT,AR,72044,M,N,10000,2.5778654,0,40,0
Rupak,Noll,M,985,749-5524,ARCHIBALD,LA,71218,S,N,50000,6.0,4500,0,0
Chien,Sillitoe,M,504,435-1478,BATON ROUGE,LA,70895,S,N,95000,6.0,4500,0,0
Constanze,Lindgreen,M,971,561-2959,TILLAMOOK,OR,97141,S,N,80000,9.0,159,0,0
Guangshun,Manukyan,M,541,688-7724,PORTLAND,OR,97201,S,N,55000,9.0,159,0,0
Wojtek,Sundgren,F,406,162-9927,LONEPINE,MT,59848,S,N,65000,6.9,1900,0,0
Leslie,McKie,F,919,369-9577,HARMONY,NC,28634,S,Y,85000,7.515734,3300,0,3300
Sakir,Huttel,M,618,623-4081,LEE CENTER,IL,61331,S,N,45000,3.0,2000,0,0
Charley,Gurzi,M,574,172-6756,INDIANAPOLIS,IN,46251,M,Y,75000,3.4,0,2000,1000
Latanya,Susaki,F,307,258-8972,SADDLESTRING,WY,82840,S,Y,20000,0.0,0,0,0
Kwan,Samlowski,F,501,857-6970,CONWAY,AR,72033,M,Y,50000,7.0,0,40,20
Debjit,Giannotti,M,510,968-7750,LA HABRA,CA,90631,M,Y,80000,9.3,0,174,272
Arnold,Carla,F,848,200-9228,TUCKERTON,NJ,8087,M,Y,100000,2.6616669,0,2000,1500
Masayuki,Haskins,M,515,888-8308,VAIL,IA,51465,S,N,45000,7.111101,40,0,0
Christino,Halici,M,908,423-7086,BAYVILLE,NJ,8721,M,N,70000,2.1885417,0,2000,0
Ponnarasu,Luukkainen,M,949,697-7684,ALTA,CA,95701,S,N,5000,1.0,87,0,0
Hirozumi,Picel,M,443,608-4056,WILLARDS,MD,21874,S,Y,30000,4.75,2400,0,2400
Anindya,Konikowska,M,251,194-4959,LANGSTON,AL,35755,M,Y,35000,5.0,0,3000,300
Hayo,Delannoy,F,435,529-2614,NEOLA,UT,84053,M,N,45000,7.0,0,4950,0
Duccio,Grundmann,F,702,578-9061,LAUGHLIN,NV,89028,M,Y,80000,0.0,0,0,0
Seungmi,Batzoglou,F,563,407-6930,SHELDAHL,IA,50243,M,Y,65000,8.98,0,80,40
Panayotis,Malfon,F,503,143-9557,PORTLAND,OR,97220,M,N,35000,9.0,0,318,0
Masanobu,Spelt,M,701,993-8118,FLASHER,ND,58535,M,Y,90000,2.7990127,0,6600,3300
Ung,Harloff,M,802,234-4070,WEST HALIFAX,VT,5358,M,N,60000,4.1988535,0,6600,0
Olav,Elhardt,M,307,189-7897,LINCH,WY,82640,M,N,5000,0.0,0,0,0
Alagu,Cords,F,484,252-5148,NEWFOUNDLAND,PA,18445,S,Y,45000,3.07,0,0,0
Sreekumar,Farag,M,973,612-8500,CARTERET,NJ,7008,M,Y,90000,2.5039582,0,2000,1500
Jerry,McGranaghan,M,775,708-1392,SPARKS,NV,89432,M,N,90000,0.0,0,0,0
Xiaoqun,Setiz,M,937,134-7117,GRANVILLE,OH,43023,S,Y,40000,1.8738205,1300,0,1300
Drago,Lafferriere,F,267,486-2624,SHICKSHINNY,PA,18655,M,N,20000,3.07,0,0,0
Lem,Sakagami,M,401,862-6535,CHEPACHET,RI,2814,S,N,80000,0.0,0,0,0
Abhijit,Chinen,M,662,926-1412,LUCEDALE,MS,39452,M,N,80000,5.0,0,12000,0
Lampros,England,M,432,864-5821,DALLAS,TX,75267,S,N,60000,0.0,0,0,0
Merritt,Knecht,F,208,113-4990,FENN,ID,83531,M,N,85000,7.8,0,6600,0
Tuong,Luit,M,775,144-7145,MERCURY,NV,89023,S,N,100000,0.0,0,0,0
Jobst,Marantz,F,918,598-4743,RINGWOOD,OK,73768,M,Y,20000,6.25,0,2000,1000
Olof,Kerm,M,304,193-9953,VAN,WV,25206,M,Y,80000,6.5,0,4000,2000
Ildiko,Winzen,F,980,667-9069,PENROSE,NC,28766,M,N,45000,6.6765733,0,6600,0
Magda,Trauth,M,502,745-9869,STRUNK,KY,42649,S,N,5000,2.1111112,20,0,0
Takehisa,Fusaschi,F,808,572-8756,J B P H H,HI,96853,S,Y,20000,4.644737,1040,0,1040
Richard,Csaba,F,304,452-3799,HAMBLETON,WV,26269,S,Y,25000,4.05,2000,0,2000
Hatem,Waligora,F,702,811-3264,RUBY VALLEY,NV,89833,M,N,20000,0.0,0,0,0
